32550000,83140,27
69058922,89256,58
26345110,79048,23
25863946,83332,23
58418749,85016,51
82526052,90540,72
44134981,84740,39
65066108,89816,56
85404704,86340,75
94251417,90972,83
31729320,82884,27
97853336,89928,87
100036302,86760,88
25602630,90684,22
29503151,83308,26
81607955,89920,71
60288663,85172,52
114464933,91464,100
6011269,82400,5
110967662,91464,98
109039892,86748,94
74822121,90776,63
99454010,86772,86
46299950,90800,37
93423633,86472,80
99157384,90924,84
99110799,85380,86
44236715,89584,38
102488216,86224,88
116618481,90664,92
17405778,82904,15
100001272,90828,82
1244749,78004,1
1202751,82288,1
61603320,85064,52
49885552,89372,44
19304226,82760,16
74765067,89372,58
83041885,85988,66
59166215,90040,47
79731533,85496,62
53704539,89804,42
54174895,85172,46
5734857,89228,5
40621328,81540,34
11543012,85632,10
19938412,83352,17
39626763,88676,34
84954313,86136,73
98254442,90924,85
20694642,83112,18
63121594,89396,54
29685816,83736,26
45709984,88820,40
9236817,82436,8
63014382,89396,54
91703789,86376,78
55334992,90428,48
1134958,79368,1
1085,83620,0
79764720,86088,69
36465077,90012,32
60837394,85112,54
58095790,89420,49
35989092,81892,31
83282571,87832,70
