10390423,82508,9
19025752,87944,16
27134571,79248,23
26130402,83532,23
16844416,83488,14
32947938,88652,28
9214053,83032,8
6686378,87556,6
22902656,83840,20
33205123,88868,29
11770091,82204,10
72388659,89104,63
73215866,86080,64
8143792,90160,7
9040172,82448,8
26561114,88368,23
13826075,83452,12
79668304,90944,69
3385740,82440,3
70151040,90304,62
71849872,86068,63
16860682,90160,15
46876840,85312,41
13481979,89428,12
50785047,85312,45
41493551,90532,36
96758445,85592,86
20376083,89644,18
52228502,84524,46
65717443,89696,58
5934906,82780,5
61048919,89908,53
1235545,78204,1
1179744,82488,1
10729704,83392,9
10005947,88348,9
6994524,82348,6
21811223,87980,19
42597368,84828,37
27946119,89008,25
15771358,83584,14
20523896,88556,18
14200172,83356,12
2514808,87684,2
14440533,80732,12
3632602,85156,3
7075393,82780,6
9050414,87592,8
45950303,84640,40
57599035,90388,50
14354560,82960,12
20707845,88124,18
10904478,83056,9
6757812,87688,6
3520308,82476,3
20083477,87884,18
49627996,85024,42
31558379,89444,27
1177593,79568,1
2132,83820,0
28513686,84272,24
14395315,88828,12
31628797,84176,27
9794986,88600,8
14538926,81020,12
81648656,88032,70
