62170894,136744,36
144979036,145372,87
80982751,137324,44
85560171,142724,48
1723593,129408,1
2155013,133696,1
249222858,143032,133
63168489,146560,36
516429199,140628,281
84465941,143288,49
302946663,144088,161
429776800,151744,238
138508001,138780,76
17653074,142616,10
143236605,132444,76
256538936,141620,137
125759253,138736,66
60859490,143960,35
214695808,139060,112
451137600,149724,244
