270854777,174340,200
151881635,178260,114
67507235,145176,52
271006758,177844,200
1341434,129432,1
1229030,133720,1
271768334,173300,200
93021004,177224,72
263982828,155696,200
266716529,160008,200
272589239,172780,200
38037088,176320,29
26719935,139116,20
271774670,178780,200
267621615,160960,200
266741463,165268,200
271183219,174396,200
265020525,178676,200
139455445,152728,109
37732772,156628,30
